CaseID,Q1,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q6A,Q6B,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q7G,Q8,Q9A,Q9B,Q9C,Q9D,Q10A,Q10B,Q10C,Q10D,Q12,Q13,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q17,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q20a,Q20b,Q20c,Q20d,Q21a,Q21b,Q21c,Q21d,Q21e,Q21f,Q22a,Q22b,Q22c,Q22d,Q22e,Q22f,Q23,Q24,Q24A,Q25a,Q25b,Q25c,Q25d,Q25e,Q25f,Q25g,XPARTY7,PARTY_1,PARTY_1_Other,PARTY_2,PARTY_3,PARTY_4,TEAPARTY3,XIDEO,xspanish,xprimelan,PARENT,PPAGE,ppagecat,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET,weight,duration
1390,2,2,3,4,1,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,3,1,1,3,3,1,1,3,2,3,3,3,3,3,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3, ,3,3,1,1,1,2,1,2,1,5,5, , , ,2, ,3,1,5,0,31,2,2,9,2,1,1,0,3,1,15,5,1,3,7,1,72,0,0,0,0,3,4,1,1.2582,23
1391,2,4,4,2,2,3,3,-1,3,3,1,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,-1,2,2,1,1,1,1,1,1,3,2,2,2,3,3,2,3,1,3,1,2,3,3,3,1,2,2,1,3,2,2,2,1,1,1,1,2,2,3,2,7,2, , ,1, , ,2,1,5,0,66,6,4,13,4,1,2,1,2,1,12,1,1,3,7,1,73,0,0,0,0,2,5,1,.7028,38
1392,1,3,3,4,3,3,3,3,3,2,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,1,1,1,2,3,2,1,3,3,3,3, , , ,1,3,4,1,5,1,26,2,1,12,4,1,2,1,3,4,10,1,1,3,6,1,62,0,0,0,1,2,1,1,1.1961,14
1393,1,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,1,1,1,3,3,1,1,3,1,3,2,1,1,3,2,1,2,2,2,2,3,3,2,2,3,2,2,2,3,3,3,2,2,3,2,2,1, ,3,1,1,1,1,1,1,1,1,5,3, , , ,2, ,5,1,5,0,67,6,4,13,4,1,2,0,7,1,17,2,0,2,3,1,34,1,1,2,0,3,5,1,.575,9
1394,2,4,4,4,4,3,3,3,3,3,3,3,3,2,1,3,1,3,1,1,3,3,1,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,2,3,3,3,3,3,1,2,1,2,1,1,1,2,1,1,3,5, , , ,1,3,4,1,5,0,42,3,2,10,3,1,1,1,2,2,12,1,1,1,2,2,23,0,0,0,0,2,1,1,1.0632,12
1395,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,3,3,3,1,2,1,1,2,1,2,2,2,3,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,1,1, ,3,1,1,1,1,1,2,2,1,6,2, , ,2, , ,2,1,5,1,48,4,3,9,2,1,2,1,2,1,6,2,1,3,5,1,59,0,0,0,1,1,6,0,1.0145,14
1397,2,1,2,2,2,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,2,3,2,2,2,3,3,3,3,3,1,3,1,1,1,1,3,2,3,3,3,2,2,3,3,2,3,3,3,3,3,1,3,3,3,1,1,3,3,1,1,1,2,1,1,1,1,7,2, , ,1, , ,3,2,3,1,44,3,2,7,1,4,2,0,3,4,12,1,1,4,9,3,93,0,0,0,1,2,1,1,1.7703,13
1399,1,2,2,3,1,2,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,3,2,3,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,1, ,1,1,1,1,1,2,2,1,1,6,2, , ,2, , ,3,1,5,0,57,5,3,14,4,5,2,1,1,1,12,5,1,2,4,1,41,0,0,0,0,1,1,1,.3423,68
1400,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3,1,1,1,2,2,1,1,1,1,1, ,1, , ,2,5,2,2,1,34,2,2,10,3,4,1,1,4,2,15,1,1,3,5,2,59,0,1,1,0,2,1,1,1.3878,78
1401,2,4,2,2,2,3,3,3,3,3,1,2,-1,3,3,3,1,1,3,3,3,3,3,1,1,1,1,2,1,3,3,3,2,2,1,4,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2,3,3,3,3,2,3,1,3,1,1,2,1,2,1,1,1, ,1, , ,3,4,1,5,0,54,4,3,9,2,1,2,1,5,1,12,1,1,4,9,1,92,0,0,0,1,4,5,1,.767,11
1402,2,2,1,2,2,3,3,3,3,3,3,2,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,3,2,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,1,2,2,1,2,1,2,1,6,2, , ,2, , ,5,1,5,0,79,7,4,9,2,1,2,1,2,1,9,1,0,4,8,1,81,0,0,0,0,2,5,1,.9287,123
1403,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,3,3,2,1,2,1,1,3,1,3,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,1,1,1, ,3,2,1,1,2,2,2,1,1,7,2, , ,1, , ,2,1,5,0,63,5,4,11,3,1,2,1,3,1,13,2,1,2,4,1,47,0,0,0,0,3,1,1,.8177,11
1404,2,2,2,2,2,3,3,3,3,3,1,2,1,2,3,2,2,1,1,2,2,2,1,2,1,1,1,3,2,3,3,2,1,2,2,2,2,2,2,2,3,2,3,1,1,2,3,2,1,3,3,1,3,3,3,2,1,1,1,1,1,1,2,1,2,1,1,2,1, ,2, , ,3,4,1,5,0,54,4,3,9,2,1,2,1,2,1,14,1,1,1,2,1,22,0,0,0,0,2,1,1,.7818,238
1405,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,2,3,3,2,2,3,-1,3,2,3,-1,3,2,1,1,3,3,3,3,3,3,3,3,3,-1,3,-1,-1,-1,3,3,1,2,3,2,3,-1,-1,3,2,1,3,1,1,2,-1,1,3,3, , , ,1,1,5,1,5,0,69,6,4,11,3,1,2,1,2,1,7,1,1,2,3,1,34,0,0,0,0,2,6,1,.7392,51
1407,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,1,1,1,2,3,1,3,1,3,3,1,3,1,3,3,1,2,2,1,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2,1,2,1,3,2,1,3,3,1,1,2,1,1,2,2,1,1, ,1, , ,1,7,1,5,0,36,3,2,11,3,1,2,1,2,4,12,1,0,3,6,1,61,0,0,0,0,2,2,1,1.2166,7
1408,2,2,3,4,3,1,3,3,3,3,1,1,1,1,3,1,2,3,3,3,3,1,1,2,1,1,1,3,1,3,2,3,2,1,2,2,3,2,3,3,1,3,3,3,1,3,1,3,1,3,1,2,2,3,1,2,1, ,1,2,1,2,2,2,1,2,1,2,1, ,2, , ,1,5,1,5,0,73,6,4,9,2,1,1,1,1,4,10,3,1,3,5,1,59,0,0,0,0,1,2,1,.8526,13
1409,2,1,1,3,1,3,3,3,3,3,1,2,3,2,3,3,2,2,2,-1,2,3,-1,2,2,1,1,3,3,-1,-1,1,1,-1,2,3,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,1,3,1,1,1,1,3,1,1,3,3, , , ,1,2,4,1,5,1,43,3,2,12,4,5,2,1,4,1,15,1,1,2,4,2,41,0,0,1,1,2,1,1,.4338,11
1410,1,4,3,4,4,3,1,3,3,3,1,2,1,2,1,3,1,1,1,3,3,3,3,3,3,1,3,2,1,3,2,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,1,3,1,3,1,2,1,3,2,3,3,1,1,1,1,1,2,2,2,1,2,5,3, , , ,2, ,4,1,5,0,55,5,3,13,4,1,1,1,2,1,19,1,1,2,3,1,33,0,0,0,0,2,1,1,.6818,9
1411,2,2,2,3,2,3,3,3,3,3,3,2,3,3,1,2,2,2,2,2,2,2,2,2,2,1,1,3,3,2,1,3,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,1,1,2,1,1,-1,1,1,2,2,1,1,2,7,2, , ,1, , ,2,1,5,0,63,5,4,14,4,1,1,1,3,1,18,1,1,3,5,1,59,0,0,0,0,3,2,1,.6933,14
1412,2,2,2,3,2,1,3,3,3,3,3,2,2,2,3,3,2,1,1,3,1,1,-1,1,1,1,1,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,1,3,1,3,1,3,3,1,2,2,2,2,1,3,3,3,1,2,2,2,1,2,1,1,1, ,1, , ,3,6,1,5,0,79,7,4,10,3,1,2,1,2,1,12,1,1,3,5,1,59,0,0,0,0,2,5,1,.8806,164
1413,2,2,2,2,-1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,1,1,1,1,1,1,1,1,1,3,3, , , ,1,3,5,1,5,0,40,3,2,13,4,2,1,1,1,3,14,5,1,3,5,2,54,0,0,0,0,1,1,0,1.6687,182
1414,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,3,1,3,2,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,1,1, ,1,2,1,1,1,1,2,1,1,6,2, , ,2, , ,4,1,5,0,22,1,1,10,3,2,1,1,2,3,5,6,1,2,3,2,34,0,0,0,0,2,1,1,1.6321,61
1415,2,2,2,2,3,3,3,3,3,3,1,2,3,2,3,2,2,2,3,3,2,2,3,2,2,3,1,3,2,3,3,2,3,2,1,2,2,2,2,2,3,3,3,3,1,2,1,3,3,3,2,2,3,3,2,2,3,2,3,1,2,1,2,2,1,2,1,3,3, , , ,1,3,5,1,5,0,76,7,4,9,2,5,1,1,2,1,13,1,1,3,5,1,52,0,0,0,0,2,5,1,.4205,31
1416,2,1,2,3,1,3,3,3,3,3,3,2,3,3,3,3,2,1,1,2,3,2,3,2,2,-1,1,2,1,1,3,3,1,1,2,2,3,3,2,3,2,2,2,3,3,3,1,3,3,3,3,1,1,1,2,2,1,3,1,1,1,1,1,2,1,-1,1,5,3, , , ,2, ,3,1,5,0,71,6,4,10,3,1,1,1,2,1,14,1,1,4,8,1,84,0,0,0,0,2,5,1,.6741,10
1417,2,3,1,2,2,2,1,2,1,3,3,2,3,3,1,3,2,1,1,2,1,3,1,2,2,2,1,1,1,3,3,1,3,2,1,2,2,2,2,3,1,2,1,2,3,2,3,2,1,1,2,1,1,3,1,2,2,3,2,3,1,2,2,1,1,2,1,7,2, , ,1, , ,1,1,5,0,27,2,1,7,1,2,1,1,3,1,16,1,1,3,5,2,58,0,0,0,0,3,1,1,2.7007,2722
1418,1,2,1,3,1,2,3,3,3,3,3,2,3,3,3,2,2,1,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,3,3,3,3,1,3,1,2,1,1,1,1,1,1,1,5,3, , , ,2, ,2,1,5,0,76,7,4,14,4,1,1,1,2,1,16,1,1,2,3,1,33,0,0,0,0,2,5,1,.6342,27
1419,1,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,2,3,2,3,3,2,-1,2,2,-1,2,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,7,2, , ,1, , ,2,1,5,1,53,4,3,9,2,1,1,1,4,1,11,1,0,4,9,1,92,0,0,0,0,4,6,1,.9528,3
1420,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,-1,3,3,3,3,3,3,3,3,3,1,3,1,1,1,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,1,1,2,1,1,1,1,1,1,1,7,2, , ,1, , ,4,1,5,0,53,4,3,10,3,2,2,1,7,1,7,1,1,3,7,1,74,0,1,0,2,4,6,1,1.2725,10
1421,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,1,2,1,2,2,2,3,1,2,1, ,2, , ,3,6,1,5,0,63,5,4,12,4,1,1,1,2,2,18,1,1,2,4,1,41,0,0,0,0,2,5,1,.6342,6
1422,2,4,4,3,3,1,3,3,3,3,1,2,1,2,2,2,2,1,1,3,3,1,2,3,2,1,3,2,3,3,2,2,1,3,2,2,2,2,3,2,1,3,2,3,1,2,1,3,3,3,3,2,2,3,2,3,3,1,2,1,1,1,1,1,1,2,1,5,5, , , ,2, ,4,1,5,1,40,3,2,13,4,1,1,1,4,1,16,1,0,2,3,1,31,0,0,2,0,2,1,1,1.116,16
1423,2,3,3,3,2,1,3,3,3,3,1,2,3,2,3,3,2,3,3,3,3,2,3,3,3,3,1,3,2,1,3,1,1,2,1,2,3,3,3,3,3,3,2,2,1,3,3,3,3,3,3,1,2,3,3,2,1, ,1,3,1,1,1,1,1,1,1,2,1, ,2, , ,2,5,1,5,0,21,1,1,10,3,1,1,0,4,1,16,5,1,1,2,1,22,0,0,0,1,3,1,1,1.167,5
1424,1,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,2,1,3,2,2,1,1,3,2,3,1,3,1,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,2,1,2,1,-1,1,2,2,1,2,1,6,2, , ,2, , ,6,1,5,1,53,4,3,14,4,2,2,1,4,2,18,1,1,1,2,1,22,0,0,0,1,3,1,1,.977,7
1425,2,3,2,2,1,3,3,3,3,3,3,2,1,2,1,3,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,3,3,2,1,3,3,2,1,1, ,3,1,1,1,1,1,1,1,1,7,2, , ,1, , ,1,1,5,0,53,4,3,11,3,1,1,1,2,2,19,6,1,2,3,1,31,0,0,0,0,2,1,1,.8012,11
1426,2,2,2,1,2,-1,3,3,-1,3,3,2,3,3,3,3,2,3,3,3,3,1,1,1,1,1,1,3,1,3,1,3,1,1,2,3,3,2,3,2,2,3,3,3,1,2,1,2,3,2,2,3,1,3,2,1,3,3,3,2,1,1,1,1,1,2,1,5,3, , , ,2, ,4,1,2,0,55,5,3,13,4,4,1,1,2,1,14,1,1,3,5,1,56,0,0,0,0,2,1,1,.8804,13
1427,2,1,2,1,2,3,3,3,3,3,3,2,3,2,1,2,2,2,2,1,2,1,1,1,1,1,-1,2,3,3,1,1,3,1,1,1,3,2,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,1,3, ,1,1,1,-1,1,1,1,1,1,7,2, , ,1, , ,5,2,2,0,62,5,4,9,2,4,2,1,2,1,12,3,1,3,7,1,74,0,0,0,0,2,1,0,1.3845,4403
1428,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,1,1,3,3,3,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,1,2,1, ,1,1,1,1,1,2,2,1,1,7,2, , ,1, , ,2,1,5,1,28,2,1,9,2,2,2,1,3,1,13,3,1,4,9,1,91,0,0,0,0,3,1,1,1.4888,9
1429,2,2,3,1,4,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,2,2,2,3,3,1,1,2,4,3,3,3,3,3,3,3,3,-1,3,3,3,3,3,3,1,1,3,2,1,3,3,3,1,1,1,1,1,2,1,1,1,1, ,1, , ,1,7,1,5,0,50,4,3,10,3,1,1,1,3,1,6,1,1,3,7,1,72,0,0,0,0,3,1,1,.7497,14
1430,2,3,2,2,3,3,3,3,3,2,3,2,2,2,3,3,2,1,1,3,2,3,1,2,2,1,1,3,3,3,3,2,1,2,2,1,2,2,2,2,2,3,3,2,3,2,1,3,3,3,3,1,3,3,2,1,1, ,3,2,1,1,1,1,1,2,1,5,5, , , ,2, ,4,1,5,0,67,6,4,5,1,3,2,0,2,1,11,2,1,2,3,1,32,0,0,0,0,2,5,1,1.6873,16
1431,2,2,2,2,2,1,1,-1,3,3,1,3,3,2,3,3,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,1,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,6,2, , ,2, , ,4,1,5,0,66,6,4,10,3,1,2,1,2,1,14,1,1,1,2,1,21,0,0,0,0,2,5,1,.766,8
1432,2,3,3,3,3,1,1,3,3,3,1,2,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,1,2,1,3,2,3,2,1,3,3,1,1,1,3,3,3,3,2,2,2,2,3,3, ,3,3,1,1,2,2,1,1,1,3,3, , , ,1,1,5,1,5,1,37,3,2,11,3,1,1,1,2,3,12,3,1,4,8,1,86,0,1,0,0,1,1,1,.9513,6
1433,2,3,2,2,3,3,2,3,3,3,3,2,1,2,3,2,2,3,3,2,2,3,1,2,2,1,1,3,2,2,2,2,1,2,2,2,2,2,2,2,3,3,3,2,1,2,3,2,3,2,2,3,2,3,1,2,1,-1,3,3,1,1,1,2,2,1,1,7,2, , ,1, , ,3,1,5,0,63,5,4,9,2,1,1,0,2,1,9,1,1,1,2,1,23,0,0,0,0,2,5,1,.7884,12
1434,1,3,2,3,2,3,3,3,1,3,3,2,3,2,1,2,2,3,1,3,3,3,3,3,3,1,1,3,3,3,1,2,1,1,2,1,2,2,2,2,1,2,2,2,3,2,1,2,1,3,2,1,3,3,3,1,1,3,3,2,1,1,2,2,2,3,1,5,3, , , ,2, ,4,1,5,0,62,5,4,9,2,1,1,1,2,1,11,1,1,3,5,1,59,0,0,0,0,2,1,1,.8526,8
1435,1,2,1,1,1,2,3,3,3,3,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,1,2,3,2,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,1,1,7,2, , ,1, , ,2,1,2,0,74,6,4,13,4,4,1,1,2,1,17,1,1,4,8,1,86,0,0,0,0,2,2,1,.6776,7
1436,1,3,2,2,2,3,3,1,2,3,1,2,3,2,1,2,2,1,2,3,2,2,3,3,1,1,1,3,3,1,2,1,1,1,2,2,3,2,2,3,3,3,3,3,3,2,1,3,3,3,2,2,3,3,2,1,1, ,1,1,1,1,2,2,2,2,1,5,3, , , ,2, ,3,1,5,0,62,5,4,12,4,1,2,0,2,1,13,6,0,2,3,1,32,0,0,0,0,2,1,1,.5707,15
1437,2,2,2,2,2,3,3,3,3,3,3,2,3,2,3,3,2,1,1,2,2,1,3,2,2,1,1,2,1,1,1,2,1,1,2,1,3,3,2,2,3,2,2,2,3,3,3,2,3,3,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,3, , , ,1,1,6,1,5,0,55,5,3,9,2,1,2,1,2,1,12,1,0,1,2,1,23,0,0,0,0,2,1,1,.9287,9
1438,2,4,3,3,3,1,1,3,3,3,1,2,1,3,3,3,1,3,3,3,3,3,3,3,3,1,1,2,3,2,3,3,3,3,2,3,3,3,2,2,1,3,3,3,3,3,1,3,3,3,3,2,3,3,1,3,3,3,3,1,2,1,1,2,1,2,1,1,1, ,1, , ,1,6,1,5,0,59,5,3,12,4,1,1,1,2,1,17,1,0,3,7,1,71,0,0,0,0,2,1,1,.6436,12
1439,2,1,1,1,1,3,3,3,3,3,3,2,3,2,3,3,2,1,1,2,2,1,1,2,2,1,1,3,3,3,3,3,1,3,2,2,3,2,2,2,3,3,2,2,3,2,3,3,3,3,3,3,3,1,3,3,1,1,3,1,1,1,1,1,2,2,2,7,2, , ,1, , ,2,1,5,0,62,5,4,10,3,1,2,1,2,1,16,1,1,2,3,1,34,0,0,0,0,2,5,1,.8238,14
1440,1,2,1,2,1,3,3,3,3,3,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,2,2,2,2,3,2,2,1,3,1,2,3,3,3,3,1,2,1,1,1,2,3,3,1,1,1,1,1,1,1,7,2, , ,1, , ,6,2,3,0,60,5,4,3,1,4,1,0,4,1,10,1,1,4,9,1,93,0,1,0,0,3,6,0,1.2392,18
1441,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,3,2,1,1,1,1,1,1,1,4,5, , , ,-1, ,6,1,5,0,35,3,2,9,2,1,2,1,2,3,5,6,0,1,2,2,21,0,0,0,0,2,6,1,1.0561,11
1443,1,2,1,2,2,3,3,3,3,3,3,2,3,2,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,1,2,1,2,-1,2,3,3,3,2,3,1,3,3,2,3,3,3,2,2,3,2,2,1,2,3,1,1,1,1,2,1,3,1,7,2, , ,1, , ,2,1,5,0,66,6,4,12,4,2,2,1,2,1,14,1,1,3,6,1,63,0,0,0,0,2,1,1,.9619,88
1444,2,2,1,1,1,2,3,3,3,3,3,2,3,3,1,3,2,1,1,3,2,3,3,3,2,1,1,3,2,2,2,2,1,1,2,2,3,3,2,2,3,3,2,2,3,3,1,2,3,2,3,2,2,2,2,2,2,2,3,3,1,1,1,2,1,2,1,7,2, , ,1, , ,2,1,5,0,65,6,4,14,4,1,1,1,2,1,6,1,1,4,8,2,88,0,0,0,0,2,1,0,.4961,7
1445,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,3,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,1,1,2,3,2,2,3,2,1,1,2,1,2,1,1,1,2,2,6,2, , ,2, , ,4,1,5,1,45,4,3,10,3,2,1,1,3,1,16,1,1,3,7,1,74,0,0,1,0,2,1,1,1.447,7
1446,2,1,1,1,3,3,3,3,3,3,3,2,3,2,3,2,1,2,3,1,2,3,3,3,3,3,3,1,3,3,3,3,2,3,2,1,3,3,3,3,3,2,2,2,1,2,2,2,2,2,2,3,3,3,3,3,2, ,3,1,1,1,1,1,1,1,1,6,2, , ,2, , ,7,2,2,0,55,5,3,3,1,4,1,0,1,2,11,4,1,3,7,2,74,0,0,0,0,1,1,1,1.3096,7
1447,2,1,1,1,1,3,3,3,3,3,3,2,3,3,3,3,2,3,1,3,3,3,3,3,3,1,1,1,1,1,3,2,1,1,2,3,3,2,2,2,3,3,2,2,3,2,1,2,3,3,3,1,2,2,3,2,1,3,3,2,1,1,1,2,1,3,1,7,2, , ,1, , ,2,1,5,0,75,7,4,14,4,1,1,1,2,2,18,1,1,3,5,1,52,0,0,0,0,2,5,1,.6933,13
1448,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2, ,1,1,1,1,2,1,1,1,1,2,1, ,2, , ,1,6,1,5,0,52,4,3,11,3,1,1,1,1,1,13,5,1,2,3,1,31,0,0,0,0,1,1,1,.784,22
1449,2,2,1,3,3,3,3,3,3,3,3,2,1,2,3,2,2,3,2,3,3,3,3,3,3,1,1,3,2,3,2,3,1,1,2,2,3,2,3,-1,3,3,3,3,1,2,3,3,1,3,3,1,2,1,1,1,3,1,2,2,1,1,1,2,1,1,1,1,1, ,1, , ,3,6,1,5,0,54,4,3,13,4,1,2,1,2,1,17,1,1,2,3,1,31,0,0,0,0,2,1,1,.7733,7
1450,2,2,3,3,2,3,3,3,3,3,1,2,1,2,3,2,2,1,1,1,1,2,1,1,3,1,1,3,3,3,3,1,1,1,2,2,2,2,2,2,1,3,2,3,3,2,2,2,3,3,2,1,3,3,3,3,2,2,2,1,1,1,1,1,1,2,1,5,3, , , ,2, ,2,1,5,0,41,3,2,9,2,1,1,0,4,1,9,1,1,2,3,1,33,0,0,1,0,3,4,1,1.1244,10
1451,2,2,1,1,1,3,3,3,3,3,3,2,3,2,3,3,2,1,1,3,2,3,3,3,2,1,1,3,3,3,3,1,1,1,2,2,2,3,1,3,3,3,2,3,3,2,3,2,3,2,3,3,3,3,3,2,3,3,1,1,2,2,1,1,2,2,1,7,2, , ,1, , ,2,1,5,0,69,6,4,11,3,1,2,1,2,1,13,1,1,3,7,1,71,0,0,0,0,2,5,1,.8806,16
1452,2,3,3,3,3,1,3,3,3,3,1,2,3,3,3,2,2,3,3,3,3,3,3,3,2,3,1,3,3,3,2,3,3,2,1,2,3,3,2,3,2,3,2,2,3,3,1,3,3,3,2,1,3,3,2,2,3, ,3,2,1,1,2,1,2,1,1,2,1, ,2, , ,1,5,1,5,0,25,2,1,13,4,1,2,1,2,2,11,6,1,3,5,2,59,0,0,0,0,2,7,1,1.1961,8
1453,2,4,4,4,4,3,3,3,3,3,-1,3,3,3,-1,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,-1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,3,3,2,1,2,2,2,1,1,1,1,1, ,1, , ,3,6,1,5,0,55,5,3,13,4,1,1,1,5,1,15,1,1,1,2,1,21,0,0,0,0,5,5,1,.6892,11
1454,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,1,1,3,2,3,3,2,1,1,2,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,3,3,2,2,1,1,3,1,2,1,2,2,1,1,1,1,1, ,1, , ,3,6,1,5,0,60,5,4,9,2,1,2,1,3,1,16,1,1,3,6,1,61,0,0,0,0,3,1,1,.7697,41
1455,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,2,1,2,2,3,-1,3,3,5, , , ,1,2,4,1,5,0,45,4,3,10,3,1,2,1,2,1,11,1,1,2,3,2,31,0,0,0,0,2,6,1,.9741,5
1456,2,2,2,3,2,3,3,3,3,3,3,2,3,2,2,3,2,2,2,2,2,1,1,1,1,1,1,3,2,3,3,3,2,1,2,-1,2,2,3,3,2,3,2,3,1,3,3,3,3,3,2,1,3,3,3,1,1,3,1,2,1,1,1,1,1,1,1,6,2, , ,2, , ,4,1,5,0,71,6,4,12,4,1,1,1,2,1,16,1,0,3,5,3,59,0,0,0,0,2,5,1,.5987,7
